lid,rid
281751,1062170
651055,1179685
906707,1035512
480511,674226
64135,660310
249012,703939
400589,580720
774118,1199506
555485,741654
51274,560821
592450,722231
826955,922697
45623,932075
220952,732934
63351,1199587
1132226,1155623
596073,1059128
967246,1062170
203377,596073
5560,743096
618417,823803
145821,1030741
246181,726294
360898,1162547
396084,626976
246994,871202
178591,793893
40654,1165334
383406,977442
517367,711741
615011,992401
145821,396084
225419,453128
76617,485193
536385,1083209
332119,360898
67939,400124
74573,197042
428253,1059128
305127,517367
504103,651055
255274,1081472
170051,613184
42401,944400
428253,480511
170051,729067
904969,936792
269359,1132226
12950,936133
657242,953269
657242,793893
310482,728794
434374,1023494
165007,896453
626577,1155623
252998,1141787
392281,539005
392281,506713
702572,793893
366473,906707
823803,1002305
346220,943022
340426,957824
63351,1023494
608062,884883
51274,1036472
475997,725704
393759,1200313
249012,783786
5560,1082248
51274,739890
72738,496037
504103,611004
392281,1144599
114795,1123928
281751,732934
484332,1188973
727834,739890
418025,977442
617298,1144599
54240,863232
527144,765044
703939,783786
106380,183779
1023494,1144599
279050,568114
617298,967246
151611,791724
144855,695299
34396,255274
201659,695299
485193,617298
722231,916147
141485,504103
315124,579374
739890,1163085
435482,904969
683141,1144599
106380,1042017
55568,270197
180669,1001436
150734,1023494
55568,323452
878708,1041786
366473,791724
1000678,1164767
225419,1014258
74573,981309
126196,175231
279050,726294
428253,639640
305127,1083348
626577,726294
741654,1033663
178591,475997
943450,1188973
503953,1199587
279050,467117
64172,162881
1059128,1144599
703998,1197442
230946,1188973
346220,711741
67939,977945
56896,1132226
220952,1059128
617298,1062170
594193,722231
741654,960334
159134,174679
1028923,1176803
220952,480511
224952,981309
1123928,1141787
665957,1200313
579374,975781
276727,954611
953269,1158271
106380,674226
270197,1036472
1014258,1163520
915589,1097190
56896,975781
943022,1158280
774273,997206
225419,317033
20371,1200313
999224,1002973
579374,1179685
467117,1144370
555161,559035
63351,434374
56896,1179685
104977,281751
480511,579374
674226,728794
134961,321927
400124,538418
81979,767767
605123,1144599
915589,1146173
74573,657437
840632,975105
74573,1021375
605123,967246
63351,141485
106380,310482
504103,683141
277082,781468
301409,315124
602555,983230
698133,764755
749709,1215923
626976,936133
127214,1004420
674226,936634
418789,730413
224952,657437
104977,777397
150031,915531
224952,1021375
104977,1144370
793893,1013658
418789,773674
246994,665957
76617,183779
591288,698653
141485,878708
284046,982737
328181,839281
281751,1059128
472984,593629
639640,1083209
500039,555407
402356,983230
906707,1054506
141485,150734
640306,753549
281751,480511
757934,1023159
212242,743096
279050,1002305
5560,1079385
1036472,1163085
55568,560821
246181,317339
203377,328181
539005,1155623
199300,220952
269359,281751
317339,1144370
392281,536385
12242,1013658
626577,1002305
605123,1062170
76617,1042017
427882,543560
722520,944475
201659,922697
611004,1132226
178591,197042
1163085,1188973
402356,698653
300147,427882
393759,412911
462342,517367
63351,506713
591235,665957
923715,953844
271364,890759
783786,1014258
927370,1146586
310514,947686
918553,975781
674226,839281
608062,1200313
43547,413584
328181,651055
639592,1163085
236010,262069
204975,728794
485193,728794
653168,936634
145821,570242
453128,608062
63351,1144599
689059,765044
769399,975105
178591,1215923
896453,1073700
63351,967246
651208,1110238
12950,915589
467117,605123
536385,568114
412911,1014258
120541,517367
602555,921873
346220,545219
291464,1008271
310482,936634
605123,823803
604087,896453
1163520,1200313
220952,596073
43887,383389
76617,674226
615011,910630
936634,1002305
665957,783786
300972,1123928
918553,1144370
269359,300147
204975,936634
543560,611004
55568,1036472
246181,1034750
954611,1097190
585300,680488
220952,1062170
150734,539005
376435,896453
252203,484332
150734,506713
10448,665105
76617,310482
402356,921873
255274,1188973
639640,1132226
270197,1083348
539005,726294
987234,999224
954611,1146173
43887,381188
104977,605123
104977,383406
150734,1144599
199300,392281
462342,1158280
315124,683141
639592,943450
863232,1082248
427882,1023494
150734,967246
506713,1059128
130458,665957
777209,1046485
63351,199300
618417,728794
1132226,1199587
249012,871202
310482,839281
400124,413584
1023494,1041786
467117,975781
383406,1059128
279050,317339
76617,428253
40654,957824
282420,1158280
467117,1179685
204975,839281
20371,412911
1063126,1097340
703939,871202
725704,890759
326870,673197
281751,596073
282810,906707
564059,600291
113175,960334
618417,936634
74573,178591
732934,1023494
177740,1030741
279050,618417
246994,345732
159489,1120420
63351,823803
67939,927370
316167,1163085
504103,839281
975781,1041786
104977,975781
96558,722304
305127,1188973
316167,677261
764755,922697
420447,482207
769399,840632
141485,1199587
45623,126196
839281,918553
150734,1062170
251316,300302
257037,555485
104977,1179685
262069,807660
271364,1013658
183779,674226
175231,702572
63975,944475
957824,1163085
56896,300147
57235,360898
657242,1141787
543560,683141
301409,611004
480511,683141
500039,923715
707777,922697
197508,944475
128045,262069
317339,975781
1083209,1155623
351669,915589
271364,1123928
279050,1034750
145821,1146173
321927,774118
435482,987234
345732,595720
305127,484332
354546,462342
1034750,1083209
252203,1083348
78596,1163520
244133,1132226
567790,1054717
640306,1010776
621640,1040368
823803,878708
317339,1179685
618417,839281
539005,1002305
183779,310482
711741,1036472
262399,602555
791724,1073700
199300,418025
605123,617298
269359,1042017
63351,536385
150734,823803
392281,732934
459475,1151303
434374,977442
89391,1197442
506713,639640
617298,732934
2602,41532
63351,269359
284046,1025400
543560,1083209
225419,595720
383406,639640
177740,351669
316167,943450
371364,774273
519222,608062
400124,666060
595720,1014258
327240,665008
177572,698640
651055,977442
54240,743096
183779,428253
246181,618417
184570,1181214
728794,839281
291464,986333
653168,1132226
434374,639640
987234,1002973
282420,517367
997206,1146173
657437,981309
134961,255274
315124,726294
475997,1054717
269359,1144370
431984,1101042
51871,421582
310482,918553
310482,328181
816931,900995
64172,246638
591288,921873
106380,220952
506713,1062170
300972,749709
354546,1165334
981129,1013285
376435,1151303
340426,739890
596073,1002305
467117,485193
657437,932075
269359,310482
185139,1152044
276727,626976
236010,613184
725704,1123928
1034750,1132226
246994,453128
488911,1088097
236010,729067
1002305,1155623
431984,592450
303592,1004420
702572,1215923
276727,371364
114795,475997
503953,626577
536385,726294
225419,1200313
568114,726294
781468,992401
31195,310514
158644,1188396
176690,189372
579374,1042017
74573,126196
126196,1123928
560821,739890
1023159,1195862
46334,716113
251316,353187
1034750,1179685
20371,78596
543560,1132226
56896,1042017
317033,1195748
400124,738563
276727,729116
144855,896453
427882,967246
726294,1062170
300147,1042017
225419,249012
536385,777397
246994,393759
310514,692449
45623,492859
910630,1002973
527144,600291
315124,503953
539005,618417
503953,536385
17565,591235
230946,677261
792321,844933
45623,1054717
262069,389279
651055,1059128
1082248,1097190
1195748,1200313
715352,1081472
315124,1083209
244133,568114
323452,727834
732934,1144599
617298,823803
889119,1001047
600291,1191260
732934,967246
96558,844933
204975,427882
410199,1035512
418025,726294
484332,1199506
225419,608062
268660,321927
106380,392281
1082248,1146173
781468,910630
64135,598072
867324,886073
572601,1082577
741654,781468
78596,130458
300147,674226
328181,1144370
626577,878708
1132226,1144599
492859,1013658
570242,1097190
605123,728794
701176,959371
1144370,1155623
728794,918553
674226,918553
246994,1014258
56896,310482
40654,305127
51274,1083348
1054717,1215923
423218,778474
246181,543560
244133,281751
554231,789530
506338,912047
20371,608062
76617,220952
230946,943450
41532,983230
1170390,1194611
774273,983468
63351,732934
472984,1115364
986333,1008271
543560,1034750
730413,805337
141485,506713
568114,1002305
255274,354546
462342,484332
300930,773674
605123,936634
918553,1042017
34396,715352
1081472,1163085
170051,936792
525270,698133
823803,1023494
943450,1199506
34396,340426
230946,1199506
316167,639592
246994,317033
738563,1212563
611004,975781
114795,1215923
783786,1200313
904969,999224
321927,639592
279050,653168
657437,1159290
128045,936792
120541,484332
611004,1179685
726294,977442
255274,957824
626577,653168
144855,698133
536385,605123
67939,413584
175317,1070036
78086,609608
428253,878708
78790,300930
269359,279050
1002305,1034750
130458,393759
412911,1200313
732934,823803
639592,774118
611004,777397
615011,807660
315124,975781
418025,1002305
555485,613184
160698,716113
249012,345732
295250,657242
327240,1063126
639592,727834
76617,683141
315124,1179685
15001,932075
199300,618417
480511,605123
204975,918553
220952,936634
485193,918553
186384,813521
475997,1158271
145821,177740
225419,412911
328181,605123
525270,1151303
317033,665957
954611,997206
539005,543560
598072,805337
197042,1123928
725704,749709
203377,427882
328181,383406
392281,596073
995423,1170343
41532,921873
10434,1146586
467117,1042017
51274,282420
300972,725704
690871,809333
1515,884166
392281,617298
315124,618417
925252,954288
126196,1013658
428253,1155623
279050,543560
64135,1010776
255274,1165334
122978,1016133
130458,1014258
611004,1034750
251316,962676
104977,183779
639640,1179685
55568,484332
144855,1151303
10434,600291
538418,1212563
845714,1134987
295250,981129
981129,1141787
536385,1179685
432286,500039
480511,1132226
428253,653168
151611,896453
730413,775729
944475,1115364
604087,906707
252998,1013658
294893,809333
792321,925252
596474,999824
639640,777397
1163085,1199506
427882,639640
434374,1059128
343554,1123928
150734,728794
220952,839281
392281,579374
268660,1163085
389279,1002973
504103,1144370
428253,504103
104977,1042017
282420,943022
12950,774273
467117,674226
244133,605123
315124,1034750
199300,1155623
896453,1035512
536385,618417
484332,943450
220403,1212467
244133,383406
739890,1081472
96558,925252
328181,975781
568114,618417
130458,317033
480511,1179685
243255,695104
270197,1188973
131856,1171854
513302,937824
565083,886073
328181,1179685
17565,519222
67939,666060
252203,1199506
56896,279050
317339,1042017
150734,936634
268660,774118
67839,591235
262069,999224
604476,722520
545219,1163085
427882,1041786
805337,1024080
331031,660310
127214,872089
840058,1082248
639640,1034750
199300,504103
145821,997206
912047,1013285
793893,1215923
104977,674226
545219,677261
183779,683141
199300,568114
453128,1195748
282810,698133
427882,1062170
206865,595720
141485,536385
279050,1023494
805337,1139993
262069,435482
76617,418025
321927,727834
106380,1002305
555161,604476
76617,246181
626577,1023494
141485,269359
953269,981129
244133,975781
545219,774118
183779,392281
598072,775729
230946,639592
418025,618417
317339,674226
732934,1041786
104977,310482
131856,556300
600291,977945
40654,517367
10434,689059
244133,1179685
434022,613184
392281,651055
434022,729067
728794,1144370
428253,1199587
55568,1083348
591235,884883
127214,698653
183779,1083209
15001,725704
845714,1113411
786668,1015253
271364,475997
539005,653168
823803,1144599
323452,943022
400124,765044
823803,967246
199300,467117
596073,878708
475997,492859
262069,741654
823878,1170276
545219,943450
151611,698133
1188973,1199506
323452,545219
354546,739890
936634,1023494
56896,63351
159489,1134987
128045,807660
51274,1165334
507080,944400
574237,757934
282810,1054506
890759,1013658
434374,504103
305127,1199506
317339,428253
418025,1155623
555161,722520
567754,664181
366473,698133
220952,918553
617298,728794
480511,568114
890759,1123928
884883,1014258
165007,906707
653168,1144370
63351,596073
114795,1159290
775729,805337
162881,574237
282810,376435
1079608,1192492
749709,1021375
435482,555485
536385,543560
63351,617298
269179,565083
56896,220952
351669,863232
878708,936634
206865,249012
535067,1001436
383406,467117
427882,977442
340426,484332
183779,418025
130458,884883
418025,504103
504103,975781
183779,246181
840632,953844
502519,925252
76617,1083209
649701,1032600
343554,1013658
604087,1073700
977442,1179685
579374,1059128
63351,579374
840058,1079385
484022,580720
567790,702572
201659,1101685
484332,639592
591235,783786
141485,626577
543560,777397
702572,981309
230946,321927
134961,727834
78790,805337
781468,807660
96558,1063755
383406,878708
162881,1079608
291464,1171854
220952,427882
199300,653168
178591,657437
178591,1021375
262399,591288
389279,615011
279050,539005
271364,749709
539005,1023494
246994,1200313
602914,840632
517367,1163085
799929,1035107
141485,732934
428253,434374
570242,997206
570242,1146173
904969,1002973
204975,315124
340426,1158280
900995,978176
1158280,1188973
439649,787055
596073,626577
246181,1059128
300302,933048
1120420,1134987
500039,541098
564505,690871
813048,1024080
354546,957824
279050,967246
611004,1042017
63351,651055
626577,1144599
702572,1021375
340426,943022
383406,1155623
76617,1132226
707777,791724
626577,967246
291464,498066
517367,774118
605123,918553
434374,1002305
711741,1188973
427882,1059128
977945,1191260
316167,1081472
730413,1139993
310482,485193
498066,1008271
594193,1184108
427882,480511
418025,878708
590021,1102175
340426,545219
432286,602914
716113,975105
321927,1081472
244133,279050
918553,1059128
175231,506338
134961,943022
383406,653168
106380,504103
1028923,1097340
45623,271364
85149,962676
568114,653168
203377,674226
651055,1002305
56896,639640
281751,427882
199300,317339
51274,1188973
957824,1081472
545219,639592
560821,1083348
371364,1079385
383406,504103
246994,608062
665008,1063126
315124,543560
45623,224952
117055,792321
774273,863232
15001,567790
82933,1053797
67939,738563
17565,249012
936634,1144599
15001,126196
615011,999224
936634,967246
543560,605123
78086,915531
63351,728794
199300,1199587
165007,429726
399593,489783
809333,1101042
92945,585622
557605,1008271
246181,539005
887083,900555
34396,230946
317033,884883
605123,1199587
67839,249012
1013285,1215923
400124,1146586
282420,316167
165007,1073700
823803,1041786
255274,739890
315124,777397
1036472,1081472
56896,183779
275791,345173
17565,246994
764755,1101685
598072,1024080
252203,321927
303592,872089
484332,774118
106380,467117
55568,1165334
604476,1115364
559035,593629
943022,943450
418025,653168
340426,711741
300972,1159290
696428,1115364
246181,967246
791724,1035512
43547,269179
12950,351669
246181,639640
332119,916147
277082,613184
465818,488911
310482,626577
598072,1139993
130458,1200313
76617,1034750
707777,1101685
279050,823803
392281,936634
484332,727834
277082,729067
346220,1163085
579374,726294
301409,503953
626577,823803
120541,1199506
279050,480511
151611,1151303
104977,220952
340426,517367
5585,500039
464547,986333
570242,954611
199300,1023494
251316,1028923
203377,315124
936634,1062170
328181,1042017
183779,1132226
301409,1083209
252203,316167
791724,1054506
197042,475997
568114,626577
615011,741654
295250,912047
383406,1199587
353187,1176803
252998,1123928
303592,698653
826955,906707
503953,651055
300972,932075
716113,840632
128045,170051
786668,838524
366473,1151303
343189,1123574
114795,178591
257037,781468
472984,722304
230946,774118
574237,1023159
434374,1199587
246181,1062170
396084,983468
539005,732934
1023494,1144370
270197,1165334
46334,975105
1144599,1179685
617298,839281
246994,412911
76617,568114
492859,1215923
412911,783786
244133,1042017
131856,557605
722304,792321
175317,1035107
536385,977442
184570,1134822
683141,1144370
536385,1023494
144855,1073700
568114,1023494
40654,484332
206865,519222
305127,321927
74573,224952
400124,689059
246181,823803
539005,967246
435482,992401
1014258,1170343
817272,1146586
462342,677261
1021375,1123928
698133,922697
773674,775729
271364,725704
545219,727834
96558,117055
104977,392281
279050,639640
128045,236010
1059128,1144370
591235,1170343
141485,315124
301409,1132226
649701,799929
76617,467117
282420,677261
933386,1152044
106380,653168
1042017,1132226
653168,1042017
249012,595720
912047,1141787
300147,1083209
729116,936133
177740,1131636
317339,392281
602914,953844
74573,749709
15001,1054717
793893,981309
42401,443797
145821,983468
12242,45623
360898,916147
720053,757934
428253,536385
301409,1179685
244133,310482
715352,1165334
78596,884883
418025,1023494
178591,1123928
134961,545219
696428,722304
279050,1041786
279050,617298
216431,508994
270197,1199506
484022,1046485
557605,986333
230946,255274
252203,1163085
1002305,1023494
626577,1041786
145821,626976
175231,657242
805337,832970
462342,943450
564505,1101042
177740,954611
252203,677261
279050,1062170
541098,716113
596073,1144599
64172,757934
351669,743096
732934,839281
886073,1212563
12242,567790
144855,525270
55568,120541
729067,936792
657242,1123928
175231,343554
40654,1158280
884883,1200313
183779,568114
127214,402356
504103,1042017
595720,608062
775729,1024080
567790,981129
443797,1040368
823803,936634
130458,412911
475997,953269
482926,937289
126196,1215923
977442,1042017
255274,305127
467117,726294
1515,823878
539005,823803
130458,1170343
383406,434374
40654,943022
63351,936634
106380,317339
63351,104977
392281,918553
639592,715352
300147,418025
910630,960334
141485,579374
199300,506713
67839,246994
175231,981129
301409,1034750
912047,981129
617298,918553
150734,383406
986333,1171854
114795,126196
1032600,1070036
506338,793893
525270,764755
433917,690701
160698,975105
252998,1215923
183779,281751
183779,726294
300147,1132226
936792,987234
106380,1199587
376435,429726
962676,1028923
252203,943450
246638,757934
506713,1199587
443797,628213
183779,467117
317033,703939
197042,981309
104977,726294
428253,1041786
175231,912047
126196,1159290
1024080,1139993
203377,611004
27744,783266
394970,596474
947134,1213845
353187,783266
475997,981129
289799,291464
482207,1180048
502519,696428
114795,1021375
765044,1146586
639640,732934
63351,839281
197042,932075
725704,932075
683141,975781
781468,999224
1041786,1144370
536385,732934
327240,353187
31195,778023
354546,1158280
757934,1079608
728794,1042017
683141,1179685
565083,977945
568114,732934
1035512,1101685
203377,220952
78790,1139993
343554,475997
162881,1195862
555485,987234
201659,906707
170051,1002973
726294,1199587
141485,651055
252203,255274
55568,1199506
805337,1010776
738563,886073
716113,953844
305127,774118
220952,315124
1113411,1134987
651055,878708
484332,545219
27744,933048
434374,506713
536385,967246
150734,1144370
353187,933048
568114,1144599
268660,1081472
45623,343554
526962,900995
332119,594193
317033,783786
568114,967246
428253,626577
477299,1025400
305127,727834
128045,1002973
269359,467117
268660,715352
783266,1063126
732934,918553
884166,1147038
434022,936792
943450,1158280
527144,565083
268660,340426
639978,1163520
321927,715352
279050,728794
76617,317339
543560,639640
743096,997206
666060,1191260
692449,778023
141485,611004
45623,981129
300972,912047
51274,120541
626577,728794
376435,1035512
418025,539005
418025,506713
104977,1002305
545219,1081472
591288,602555
503953,975781
120541,321927
539005,1041786
600291,666060
539005,617298
5560,1030741
203377,683141
345732,639978
177740,729116
475997,506338
178591,749709
890759,1215923
34396,1036472
1163520,1195748
418025,1144599
539005,1062170
74573,725704
811675,1164767
345732,1195748
15001,1158271
435482,910630
418025,967246
729116,915589
651055,653168
183779,605123
56896,568114
74573,114795
462342,639592
12242,981309
1002305,1144599
281751,315124
653168,674226
596073,611004
236010,904969
657242,749709
840058,1131636
17565,20371
396084,915589
34396,323452
224952,725704
354546,517367
106380,434374
878708,1042017
727834,774118
519590,1181097
639640,1059128
918553,1034750
106380,141485
793893,1021375
536385,823803
729067,807660
199300,269359
560821,1188973
236010,999224
568114,823803
56896,726294
78596,703939
389279,960334
12950,54240
651055,918553
12950,840058
343554,1215923
255274,517367
1002305,1041786
56896,467117
197042,1159290
35835,197963
918553,1002305
12242,657437
711741,1199506
418789,775729
764755,906707
508994,1070036
5560,351669
12242,1021375
431984,809333
611004,639640
141485,301409
183779,975781
1002305,1062170
252203,639592
698133,1101685
878708,1144370
859218,1082577
183779,317339
183779,1179685
57235,1101042
707777,906707
823803,839281
593629,1115364
51274,1199506
890759,932075
12950,954611
981309,1215923
904969,960334
327240,962676
383406,536385
707293,801209
252998,725704
46334,541098
64172,1023159
315124,639640
418025,823803
743096,954611
485193,1083209
432286,975105
141485,503953
651055,1199587
106380,506713
695299,1054506
252998,475997
236010,741654
331031,598072
715352,957824
51274,134961
57235,592450
78596,783786
201659,1073700
410199,707777
270197,321927
611004,1062170
310482,611004
371364,840058
56896,150734
106380,1144599
657437,702572
947686,1130262
134961,715352
371364,1131636
328181,392281
303592,402356
255274,1158280
246181,480511
565083,927370
543560,977442
1114862,1164020
117055,954288
480511,977442
2602,402356
343554,932075
183779,1034750
732934,936634
271364,1159290
396084,863232
726294,878708
224952,981129
54240,774273
462342,774118
763217,1180048
220952,611004
67939,1146586
177740,626976
269359,317339
315124,1062170
1083329,1120420
418025,536385
539005,728794
282810,366473
579374,1155623
813048,1010776
15001,492859
246638,1023159
317033,995423
730413,1010776
316167,715352
567790,657242
793893,890759
170051,615011
177740,371364
983468,1079385
492859,981309
316167,340426
316167,462342
480511,639640
467117,504103
279050,596073
434022,807660
5560,997206
492859,567790
1042017,1179685
174679,1025400
120541,774118
579374,653168
1062170,1144599
604087,1054506
467117,568114
323452,346220
536385,1041786
536385,617298
383406,1041786
128045,615011
40654,51274
475997,1141787
106380,199300
568114,1041786
517367,1081472
906707,922697
568114,617298
301409,777397
639640,1062170
120541,727834
677261,1081472
216431,1032600
160698,432286
485193,1132226
626976,840058
517367,715352
161683,1120366
555485,904969
305127,1158280
376435,1054506
317033,1170343
565083,867324
564059,867324
217610,498066
178591,725704
141485,244133
104977,504103
63351,203377
141485,936634
204975,579374
332119,722231
225419,639978
269359,1034750
429726,604087
113175,262069
199300,732934
1034750,1059128
85149,665008
464547,498066
823803,918553
281751,611004
145821,863232
927370,1212563
252203,727834
203377,1083209
262069,434022
310482,683141
400124,600291
76617,506713
300972,492859
323452,1163085
245194,1003757
244133,639640
611004,977442
567790,912047
305127,545219
844933,1115364
300972,1054717
626976,954611
298498,1176803
5585,716113
598072,1010776
277082,936792
269359,1002305
1002973,1033663
890759,1159290
506713,626577
565083,1191260
418025,1041786
418025,617298
317339,568114
701429,1008271
160698,541098
279050,839281
383406,626577
55568,321927
592450,809333
428253,596073
639978,1195748
556300,701429
165007,698133
918553,1155623
56896,317339
741654,936792
626577,839281
351669,936133
459475,984141
150734,485193
315124,977442
859066,1193246
141485,839281
12950,729116
104977,467117
484332,715352
957824,1165334
392281,674226
434374,626577
276727,936133
564059,817272
120541,255274
617298,674226
317339,726294
63351,300147
383406,732934
300147,777397
106380,269359
126196,567790
345732,1163520
151611,429726
317339,467117
27744,251316
327240,1028923
343554,1159290
527144,1212563
117055,1063755
429726,695299
739890,957824
626577,651055
775729,832970
151611,1073700
867324,977945
429726,984141
346220,1081472
434374,732934
753549,813048
252998,981309
270197,774118
936133,1079385
52006,501236
203377,1132226
584871,884166
78790,753549
252998,567790
366473,429726
114795,224952
85149,327240
10434,565083
230946,715352
392281,428253
467117,1155623
981129,1013658
76617,543560
410199,764755
174679,982737
282810,525270
836421,1125042
230946,340426
55568,134961
56896,1002305
568114,611004
845714,972646
5585,602914
503953,1042017
485193,568114
170051,555485
981129,1123928
321927,560821
674226,683141
536385,728794
360898,722231
801209,1199884
199300,823803
871202,1200313
340426,346220
199300,1059128
568114,728794
539005,596073
5560,1097190
1063755,1115364
839281,1034750
783786,1195748
651055,1144599
698133,791724
12950,276727
199300,480511
960334,999224
282420,774118
114795,702572
545219,715352
197508,925252
605123,674226
443797,621640
45623,175231
428253,651055
269359,618417
134961,346220
78790,832970
295250,953269
104977,1155623
315124,1059128
600291,765044
439649,500039
295250,793893
539005,936634
907337,1010448
244133,392281
1123928,1159290
354546,711741
236010,1002973
570242,626976
674226,1083209
279050,918553
459475,826955
613184,904969
104977,653168
212242,1030741
392281,485193
626577,918553
594193,809333
300147,605123
354546,484332
317339,1155623
134961,323452
51274,321927
12242,126196
340426,1163085
282810,764755
1097190,1146173
144855,1035512
774273,936133
504103,726294
321927,1036472
340426,677261
418025,728794
492859,657437
76617,269359
10448,62075
492859,1021375
700578,1213845
64135,418789
453128,995423
570242,863232
729067,999224
701429,986333
863232,997206
54240,396084
775729,1010776
371364,396084
183779,1042017
12950,1131636
144855,1054506
957029,982719
1013658,1054717
106380,626577
269359,1155623
1041786,1042017
539005,839281
525270,604087
657242,725704
204975,683141
12950,371364
120541,1158280
300302,1176803
56896,434374
485193,683141
502519,844933
580720,777209
197042,1054717
725704,1054717
429726,922697
556300,557605
480511,1059128
56896,141485
618417,726294
310482,503953
823803,1144370
467117,618417
653168,1083209
376435,826955
277082,807660
144855,376435
657437,981129
5560,54240
174010,500133
63351,674226
665008,962676
113175,936792
204975,503953
310482,1083209
453128,1170343
527144,817272
300147,1179685
300972,953269
104977,317339
203377,568114
106380,732934
67839,1163520
126196,1054717
269359,504103
212242,351669
340426,943450
729116,774273
741654,807660
224952,657242
170051,960334
204975,1083209
674226,1132226
246181,328181
57235,431984
252998,1159290
366473,764755
295250,1013285
564059,977945
432286,541098
199300,596073
252203,943022
96558,604476
104977,1199587
472984,696428
343554,981309
199300,1041786
777397,1083209
199300,617298
270197,517367
78790,1010776
757934,1192492
396084,743096
343554,567790
618417,683141
295250,300972
134961,560821
504103,1002305
228806,602914
74573,175231
78596,225419
150734,674226
354546,545219
269359,543560
774118,1036472
63351,428253
525270,984141
17565,639978
10434,564059
269179,886073
410199,604087
243199,309265
316167,560821
492859,890759
618417,1083209
104977,1023494
224952,912047
596474,977821
96558,792321
41182,756475
427882,626577
596073,651055
464547,1171854
204975,418025
310482,1132226
383406,596073
40654,316167
268660,957824
332943,1068717
844933,925252
204975,246181
217610,701429
252998,1021375
56896,653168
353187,1097340
305127,715352
281751,1083209
130458,345732
63351,106380
204975,1132226
117055,944475
439649,716113
729067,1002973
206865,639978
310482,975781
204975,244133
464547,701429
56896,504103
539005,918553
134961,230946
508994,1035107
175231,793893
150734,428253
580720,951273
57235,332119
310482,1179685
300972,1013285
967246,1083209
434374,1041786
568114,936634
63351,485193
145821,743096
983468,1082248
279050,328181
728794,1002305
76617,732934
15001,953269
328181,568114
805337,813048
538418,886073
141485,281751
56896,199300
423218,574237
1013285,1123928
178591,1159290
773674,1024080
774273,1082248
418789,660310
596474,697210
220952,579374
593629,925252
464547,556300
392281,1042017
400589,484022
63975,197508
626976,729116
410199,695299
257037,729067
485193,777397
559035,1115364
418025,596073
353502,656148
220952,301409
56896,543560
67939,269179
626577,1144370
840632,923715
43547,565083
904969,987234
328181,726294
653168,1034750
536385,839281
141485,1144370
400124,886073
783266,1028923
611004,1155623
568114,839281
10434,67939
277082,999224
668460,917013
328181,467117
689059,817272
15001,981129
104977,434374
301409,639640
141485,300147
418570,937553
228806,975105
63351,279050
281751,1132226
428253,936634
203377,383406
204975,1034750
715352,1158280
159489,1115465
605123,611004
104977,141485
197042,1158271
726294,823803
725704,1158271
722231,1184108
660310,805337
536385,878708
10434,1212563
657242,932075
371364,570242
936634,1144370
967246,1132226
206865,1163520
383406,651055
689059,1212563
113175,807660
317339,434374
5560,729116
472984,604476
144855,826955
376435,459475
504103,1034750
467117,506713
840058,1030741
42401,1040368
722304,944475
890759,1021375
498066,556300
418025,839281
244133,467117
613184,987234
602914,769399
130458,453128
150031,515875
183779,732934
786668,805694
346220,462342
270197,727834
434022,1002973
51274,55568
557605,701429
301409,1062170
277082,741654
203377,975781
268660,560821
317339,618417
617298,1083209
396084,1079385
203377,1179685
15001,295250
271364,492859
543560,1002305
916147,1184108
485193,605123
295250,1141787
618417,1034750
565083,666060
579374,1144599
104977,506713
76617,1059128
12950,396084
418025,651055
42401,628213
76617,480511
203377,777397
201659,698133
434374,611004
106380,596073
428253,503953
343554,657437
294893,360898
246181,427882
141485,383406
106380,617298
127214,303592
545219,560821
343554,1021375
328181,1155623
104977,1144599
40654,943450
738563,927370
220952,246181
863232,954611
15001,506338
611004,1199587
383406,617298
51274,711741
262069,987234
484332,1163085
410199,922697
967246,1034750
96558,555161
262399,872089
464547,557605
826955,1151303
212242,1097190
605123,683141
429726,1101685
720028,952697
74573,492859
478409,707293
536385,918553
579374,1041786
660310,775729
925252,1115364
216359,1180048
106380,579374
392281,418025
63351,220952
570242,743096
767767,1032600
715352,727834
506713,579374
981309,1021375
197508,696428
345732,703939
246994,591235
485193,1179685
915589,936133
249012,639978
224952,492859
506338,657437
141485,975781
244133,1155623
943022,1081472
120541,715352
269359,1023494
12950,626976
40654,134961
54240,1146173
236010,555485
104977,199300
262399,698653
249012,1195748
485193,618417
565083,738563
943450,1163085
301409,977442
486656,964127
1035107,1070036
244133,653168
738563,867324
639592,1083348
657242,1159290
295250,1215923
413584,527144
918553,1144599
703939,1195748
574237,1079608
536385,1199587
418025,918553
55568,727834
262069,904969
183779,1059128
244133,504103
10434,817272
579374,626577
183779,480511
756475,907337
932075,1013285
561607,1117553
739890,1158280
5560,1131636
813521,908878
113175,389279
203377,605123
843907,1008198
315124,1002305
653168,1155623
279050,427882
396337,405584
220952,503953
936792,960334
498066,701429
351669,396084
106380,651055
317339,543560
842394,927706
738563,1191260
255274,316167
76617,596073
332119,1101042
722231,1162547
165007,525270
5585,975105
252998,492859
792321,954288
220952,1083209
918553,1041786
151611,826955
579374,732934
596073,1144370
323452,1081472
840058,997206
56896,732934
96558,954288
898641,1040368
918553,1062170
199300,936634
51274,545219
244133,317339
34396,354546
332119,592450
674226,777397
504103,1155623
674226,1144370
953269,1215923
418789,1024080
130458,591235
150734,683141
104977,269359
144855,459475
289799,986333
1023494,1083209
300147,977442
346220,957824
159489,579522
